"","000","001","010","011","100","101","110","111"
"000",0.937062937062937,0.027972027972028,0.013986013986014,0,0.020979020979021,0,0,0
"001",1,0,0,0,0,0,0,0
"010",1,0,0,0,0,0,0,0
"011",0,0,0,0,0,0,0,0
"100",1,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,0
"110",0,0,0,0,0,0,0,0
"111",0,0,0,0,0,0,0,0
