,sleep,awake,states
88,0.19087615283267467,0.18165137614678897,[1 0 1]
89,0.0780737704918033,0.0780737704918033,[1 0 1]
90,0.32323232323232326,0.34523809523809523,[0 1 1]
91,0.09999999999999999,0.0,[0 1 1]
92,0.03582294018946485,0.21064814814814797,[0 1 1]
93,0.07070389131262289,0.08031614023297494,[0 1 1]
94,0.08459681042228209,0.25,[0 1 1]
95,0.046019156393521866,0.08724796224796232,[0 1 1]
96,0.09594101791660065,0.0,[0 1 1]
97,0.05000000000000003,0.0,[0 1 1]
98,0.07250733137829915,0.07795698924731183,[0 1 1]
99,0.06288526288526286,0.0,[0 1 1]
100,0.07815120394978005,0.0,[0 1 1]
101,0.08301870748299321,0.0793481416957027,[0 1 1]
102,0.09245098039215685,0.08826834862385319,[0 1 1]
103,0.05001912338868822,0.043669724770642224,[0 1 1]
104,0.05902777777777771,0.05902777777777771,[0 1 1]
105,0.12025862068965512,0.08937198067632833,[1 1 1]
106,0.0,0.0,[1 1 1]
107,0.11956521739130448,0.11093750000000002,[1 1 1]
108,0.08333333333333334,0.25,[1 1 1]
109,0.0846261972650225,0.05555555555555555,[1 1 1]
110,0.09300097362866472,0.09722222222222213,[1 1 1]
111,0.32858690646069744,0.0,[1 1 1]
112,0.1666666666666667,0.0,[1 1 1]
113,0.10356974195322112,0.07795698924731183,[1 1 1]
114,0.0748387029637029,0.0,[1 1 1]
115,0.12223622311827959,0.0,[1 1 1]
116,0.09523809523809516,0.33333333333333326,[1 1 1]
117,0.31999999999999995,0.047499999999999994,[1 1 1]
118,0.11606449106449113,0.043669724770642224,[1 1 1]
119,0.1471842744383728,0.1471842744383728,[1 1 1]
